Disapproval;0.5008;So, though there are no stars in your eyes, you consider yourself beyond temptation?'
Joy;0.5591;Constance was in seventh heaven, the dresses, the hats, the model girls, everything appeared perfect to her.
Joy;1;Oh Tilly was thrilled to bits with that little that little plastic thing.
Joy;1;I'm tickled pink. If I wasn't, I wouldn't have kept quiet about you and him, would I?
Disapproval;0.4382;These are things you can't afford to lose, not at this time of your life.
Joy;1;Erm since we've got together we, we are on top of the world.
Joy;1;You feel, at the end of the treatment you feel as if you're walking on air.
Anger;0.4089;I will go bananas.
Disapproval;0.5716;We have gone from being the bread basket of Central America to being its basket case.
Contempt;0.4231;Some philosophers know a lot about bells and think that everyone who hears ringing noises in their ears must have bats in the belfry.
Ambiguous;0.5932;Oh, just thinking, I'm not all there.
Sadness;0.4;It may very well be that I'm not playing with a full deck.
Anticipation;0.375;If you think about it long enough you'll go nuts.
Disapproval;0.3891;You're off your rocker.
Disgust;0.3545;I swear you have a screw loose.
Remorse;0.3684;I must have gone stark raving mad.
Sadness;0.2142;I'm gonna get stir crazy not being able to play badminton I know, and I score, it's gonna drive me crazy.
Neutral;0.3804;It may well be necessary to botch up repairs using hurdles, bedsteads, corrugated iron sheets, scraps of wire netting, and baler twine.
Remorse;0.5051;It is now time, however, that I eat my words.
Remorse;0.3913;Freudian slip there.
Disapproval;0.3993;Come clean Steve, swallow your pride.
Neutral;0.5929;It was involved with your trial and error and practice, but it was certainly involved with Vicky and that is watching, or learning from okay.
Neutral;0.4113;This picture of Dreadnought was so wide of the mark that Willis found it better to say nothing, simply making a gesture which had something in common with a petty officer's salute.
Submission;0.3858;Servants bow and scrape.
Neutral;0.4028;Yes, the done thing for driving horses to canter or gallop on the road, they never ever should.
Contempt;0.4208;They didn't switch off when he played bloody hell with' em, excuse my French er President, but this is how it went, he couldn't give a damn about you bloody lot, he kept the television on, it just showed his frustration.
Ambiguous;0.6148;Of course, en suite has long been de rigueur, if you'll pardon my French, in hotels nationwide.
Disapproval;0.6602;So watch your language.
Contempt;0.3993;Don't overstep the mark too far, Mr Calder.
Neutral;0.5813;Did I speak out of turn?
Anger;0.6;Come on now, Malachi, don't stand on ceremony here at home.
Neutral;0.2217;So they find your particular weakness, your Achilles heel and they'd go for that.
Neutral;0.4337;The government takes the view that President Clinton was simply addressing domestic critics of his foreign policy and that his complaints shouldn't set the alarm bells ringing.
Disapproval;0.7873;Or an electric fire then you would be asking for trouble because you'd be trying to draw out.
Neutral;0.5899;Someone came out of The Two Pheasants and latched the door back to the wall hospitably.
Submission;0.2105;At which point she unlocked her ball and chain.
Sadness;0.375;The fuel gauge had gone on the blink shortly after the start.
Disapproval;0.8192;Anyway, it's a bit of a can of worms that to be quite honest
Neutral;0.3953;In the Army someone has to carry the can.
Neutral;0.6041;They're in a Catch 22 situation.
Disapproval;0.2211;There's always a chill wind blowing off that river.
Optimism;0.4225;The only cloud on the horizon was a boy called Dennis Dawson.
Disapproval;0.8213;That needn't of come to a head like that really.
Optimism;0.805;Tomorrow, I promise, come hell or high water.
Optimism;0.3939;It'll come out in the wash I guess.
Disapproval;0.3937;She was a kind of Stakhanovite worker in the field of female suffering, setting new targets for pain, finding each week some new emotional cross to bear.
Optimism;0.392;We'll cross that bridge when we come to it.
Neutral;0.3862;Ah, that is the crux of the matter, is it not?
Trust;0.2265;It's alright but you get to the bottom of those stairs and sometimes feel lost.
Sadness;0.2083;It's an embarrassing thing for a fault-tolerant vendor to have to say, but a bug in Guardian for the Tandem Computers Inc NonStop CLX machines caused them to reset their clocks to December 1,1983 on November 1, causing systems with time-dependent programs to go haywire.
Optimism;0.6067;When the going gets tough, it's these people who react best.
Disapproval;0.2127;But sometimes you grasp at straws.
Disapproval;0.3971;Cambridge were left high and dry for a time this afternoon as Oxford followed in the footsteps of many a champion.
Sadness;0.5833;She was in dire straits.
Remorse;0.4189;I don't want to leave him in the lurch
Neutral;0.2105;Yeah, very much a last resort and it's usually, erm as a result of ill treatment.
Optimism;0.3858;In fact, you're a girl who's going places -- once you've untied yourself from this man who's been like a millstone around your neck for the last four years.
Fear;0.4211;Get that tray along to the study, or there'll be murder to pay.
Neutral;0.412;They viewed such methods as a necessary evil, unavoidable yet somehow beneath their dignity.
Optimism;0.6287;The Economist circulation is now five hundred and twenty five thousand each week, and although their er year is out of sync with ours, I expect the profits for the year to be at or near record levels once again.
Disapproval;0.5972;I think that everyone seems to pass the buck.
Optimism;0.5723;If you are in a pickle, don't worry about it, because you can always phone Di up.
Optimism;0.4013;Yeah, if at the end of the day it's a quick fix then.
Sadness;0.8047;The Bookman put on a brave face and smiled, but Endill knew there was nothing to smile about.
Joy;0.6201;But we are saved by the bell.
Sadness;0.4226;Trained as they were, the psychiatrists on the screening tests had failed to scratch the surface of her most secret place.
Disapproval;0.3878;I put a spanner in the works of one of the companies that later merged to form Spinward.
Anger;0.426;You spell trouble, and I want you out of the way.
Surprise;0.2105;The cost of redeveloping a dilapidated shopping arcade into flats could spiral out of control, a councillor has warned.
Neutral;0.4028;If he wasn't there then I would say that you you'd be on a sticky wicket, because most terms of employment say that if you er have a driving licence and you lose it then your employment will automatically finish.
Optimism;0.2043;But why stir up a hornet 's nest by accusing Erdle when murder hasn't been mentioned?
Disapproval;0.4162;The game desperately needs a strong Leeds but if they don't stop the rot soon they can say goodbye to a top eight place, let alone the top.
Anticipation;0.5833;And that we don't want to put up anything that'll be a stumbling block, to people coming.
Ambiguous;0.5574;So you take the bull by the horns or you don't.
Anticipation;0.3941;So we now take the easy way out by using gas which we carry with us.
Neutral;0.3852;She paused for a moment to watch Rose, who by now resembled a tar baby stuck all over with dirty wool.
Disapproval;0.4089;The Governor admits there have been teething problems which need sorting out.
Neutral;0.5881;Mr Ridley would not be drawn on the thorny issue of rail privatisation other then to say that investment was urgently needed in Britain.
Disapproval;0.6238;Labour would throw money at industry.
Neutral;0.8247;The submersible rose higher in the dock, the overflowing sea rushing like a tide over their boots.
Fear;0.4;Eight extra bullets in a tight spot could mean the difference between life and death.
Anticipation;0.3709;Presumably that's just the tip of the iceberg.
Optimism;0.6076;She had to admit that he would almost certainly not see the situation as an unmitigated disaster.
Neutral;0.5876;But, somehow, he sensed that that would be an uphill battle.
Disapproval;0.4067;Well they can finally expel you but it's a vicious circle, I mean it goes on and on and on.
Neutral;0.6129;He got back here late this morning, saying the swap had gone without a hitch and clutching the photograph of Sam we'd been promised.
Ambiguous;0.3743;We do have to take a leaf, a little bit out of Kenzie's book from the n-- the late nineteen thirties and afterwards, that when things are receding, you don't batten down the hatches, you don't simply close things in.
Anticipation;0.3993;He just took a calculated risk on the spur of the moment.
Optimism;0.419;He decided to throw caution to the wind before Selwyn came over for his tea.
Surprise;0.3415;Close shave, that one.
Neutral;0.6602;Yeah, Geoff. Tell him the coast is clear.
Optimism;0.2424;Treasurers suffer the erm, the occupational hazard that they always, to some extent, have to cry wolf.
Fear;0.6552;Hoomey's teeth were chattering after his dice with death.
Fear;0.6367;There is a legal case pending, and it is a very, very dicey situation.
Neutral;0.4554;And with marks to prove it, that er just sort of one false move and my job with life was over.
Fear;0.5809;The whole area seemed fraught with danger.
Anticipation;0.217;You escaped death by a hair 's breadth.
Fear;0.3361;Obey them to the letter and you will be well rewarded -- any bungling or playing the fool and I doubt you'll live to tell the tale
Disapproval;0.8085;Don't you never look before you leap?
Disapproval;0.6086;It's a no go area.
Ambiguous;0.3993;To keep the rod upright, out of harm 's way when not in use.
Disapproval;0.4081;In a recent episode of a Music Television cartoon called Beavis and Butthead, the characters play with fire.
Contempt;0.392;It is not in your nature to put your head on the block
Anticipation;0.4284;And would the swans find shelter from the storm, or ride it out like three-masted sailing ships?
Neutral;0.4374;Phil Angell asked him what does it take to risk life and limb.
Trust;0.4067;Och he knows you're in safe hands like when you come round here.
Neutral;0.5617;Just to be on the safe side.
Trust;0.4191;Safety in numbers.
Sadness;0.2217;You really do like to sail close to the wind, don't you?
Disapproval;0.6712;Don't use your brother's name to save your neck.
Fear;0.4;A business worth three billion pounds a year is at stake.
Fear;0.6007;If the bombing starts, take cover in the basement.
Disapproval;0.4005;Better watch your step next time you drink whisky.
Disapproval;0.6002;I reckon the teacher fell asleep at the wheel.
Neutral;0.5453;I could do with forty winks right now and Otley would never miss me.
Neutral;0.2238;Come on old girl, up the golden stairs, let's hit the hay.
Neutral;1;I suppose it came into my room for a few minutes to see a book I'd been telling him about, then he left and I hit the sack.
Ambiguous;0.4179;If this were a simple and one-way movement, the answer would lie in ensuring that the record of achievement is up to date and intelligible.
Love;0.4215;Oh I was out like a light, but on the  I don't think you'd bloody wake me if I had one now.
Submission;0.2299;By the time he arrived at Amanda's he was ready to drop.
Trust;0.2265;And the, the swaying of the ship and I used to sleep like a log.
Neutral;0.41;And then sleep on it.
Sadness;0.4141;I can not sleep a wink now.
Neutral;0.7874;Like the Carters', the Parsons' marriage was in turn-around, only there it was Dennis who was the sleeping partner.
Disapproval;0.4;Given that the main impetus behind EMU is the desire of the French to get a seat on the Bundesbank, and given the fact that the Germans hold all the aces, this is hardly surprising.
Neutral;0.5778;She ended a bedraggled also-ran, trailing in ninth.
Neutral;0.4419;But if you blow the whole lot on celebrating you will be back to square one.
Disapproval;0.2166;No, I've looked in the bag.
Sadness;0.4225;The tree was destroyed before it could bear fruit.
Disapproval;0.3931;If the police went charging up a blind alley as a result of her information, it wouldn't be her fault.
Optimism;0.409;Its reputation rests on classy programmes often made as international co-productions like David Attenborough's blockbuster natural history series.
Disapproval;0.4245;Then came the Gulf war and, as Harry Coe recalls, the bottom fell out of the market.
Anticipation;0.5791;Can Desert Orchid the champion bring the house down and win.
Neutral;0.4;Never get anything done in this life if you don't chance your arm.
Surprise;0.3881;Anne Dawson, had your chips?
Remorse;0.2;If I come to grief, Hilary, then so will you.
Joy;1;Sure an' they must be pleased seein' the geddle come up in the world like she has.
Optimism;0.604;This will include male 40, 45 and 50 plus events plus male and female categories, with the first three finishers to count. With 400 to the first man home and 300 to the first lady and considerable training grants throughout, Lisburn looks sure to turn up trumps once again.
Joy;0.4127;Today's sticker is from the French Grand Prix he won to get back on course for the title with his sixth superb victory.
Neutral;0.3882;He says that he managed to stay on the crest of the wave.
Disapproval;0.6295;You cut your own throat already when you wrote the script for Connie's disappearance.
Optimism;0.6118;He tell me that it is a dead cert, we can make an absolute killing by taking a percentage of the profits.
Aggression;0.6688;They think I'm a dead duck but it's not been a time you could write off.
Neutral;0.4211;As far as I'm concerned, community care's dead in the water.
Submission;0.3936;When he stands alone in such a place confronted by several police officers, usually some of high rank, the dice are loaded against him, especially as he knows there is no one to corroborate him as to what exactly occurred during the interrogation, how it was conducted and how long it lasted
Neutral;0.3679;It was all downhill to the causeway, and the turf was smooth.
Neutral;0.4336;But I draw a blank with hazelnuts.
Fear;0.416;I'm gon na fall flat on my bum.
Joy;0.4226;McLeish smiled to himself at the swift fall from grace in the postscript.
Optimism;0.3858;It might be a good one and if you could get an appointment as their vet it would be another feather in your cap
Sadness;0.5789;While all her instincts balked against becoming too enmeshed with Vitor, she seemed destined to fight a losing battle.
Disapproval;0.4146;Yeah but it's a flash in the pan.
Joy;0.586;It was a test that the Three-Ninetieth passed with flying colours destroying thirteen enemy aircraft and achieving excellent bombing results.
Optimism;0.5716;Another local team off to a flying start are Gloucester Rugby club.
Disapproval;0.6087;This is a fool 's errand.
Contempt;0.4179;You know I don't like him having a foot in the door here.
Optimism;0.4086;If they can get a foothold in Europe they will have the chance to be bigger and better.
Neutral;0.8013;Aunt May is only the front runner.
Contempt;0.4058;But you haven't to let either of them get the better of you.
Neutral;0.4129;If the money was ploughed back into dog racing  tracks could improve amenities and strengthen security which would encourage more people to go to the dogs.
Neutral;0.4409;Erm, should the house go up in smoke, Theresa across the road run to her.
Awe;0.4191;Because your dad's a manager, he's got it made.
Neutral;0.2932;The great creature fell on its knees in the snow.
Anticipation;0.3882;For months the polls have been predicting an unprecedented landslide victory for the Right in next month's general election.
Disapproval;0.5634;Halliwell said that these sexual experiments can only lead to a dead end.
Ambiguous;0.3993;Whereas before we were going up in leaps and bounds.
Remorse;0.3414;I reluctantly withdraw this motion, but I will say this, we live to fight another day.
Love;0.2433;Joe and I mean I come a long way
Awe;0.4409;If you find yourself at a low ebb this weekend don't worry.
Joy;0.5155;The station which persuaded him to make a comeback says it can't believe its luck.
Disapproval;0.801;Why did you make the cut worse?
Neutral;0.4334;They therefore faced no option other than to make a go of the business.
Submission;0.3923;It was a bit like the rowing boat trying to make headway against the flow of the river near the weir.
Anticipation;0.7867;We know that as soon as we try and make inroads into that it, it would absolutely mushroom.
Optimism;0.6118;He says he's really going to make a killing.
Neutral;0.6105;Right, they're the make or break areas which comprise your job.
Disapproval;0.4;Only adults make a pig 's ear of it when they first start fishing as adults.
Contempt;0.3973;Multiples such as W.H. Smith will certainly not miss the boat but the more traditional, book-focused groups may not even know there is a boat.
Ambiguous;0.5128;Is this the moment of truth, he wrote, or the greatest temptation?
Fear;0.4012;Erm you probably all know Murphy 's law that what can go wrong will go wrong.
Sadness;0.3655;I'm not getting anywhere my legs aren't long enough
Ambiguous;0.4253;You say nothing succeeds like success and number seventeen is success and how do you spell success.
Sadness;0.2141;He married someone else in 1860 and drops out of the picture.
Disapproval;0.8279;Most athletes win honestly, but some will do anything to finish ahead of the pack, even using illegal drugs.
Joy;0.2249;He says well if you want to pack it in love.
Optimism;0.7789;Critically surveying her reflection, she told herself she would pass muster.
Optimism;0.375;Britain's solar powered car takes its place in the sun.
Disapproval;0.6255;She was under the impression that Charles had put the kibosh on any exclusive agreement with Barton, and most certainly nothing had been said about it.
Anticipation;0.4123;I hope with all my heart that you find it a pyrrhic victory.
